fold_id,role,horizon_days,axis,statistical_status,availability_status,evaluable,issue_count,magnitude_bin,issue_target_pair_count,unique_event_count,episode_sampling_status,touched_episode_count,anchor_target_count,subsequent_target_event_count,episode_balanced_total_weight
C_AUDIT_2023_2026,stability_audit,90,primary_exposure,primary_independent_exposure_axis,available,True,10,m4_plus,279,279,not_applicable_training_diagnostic_bin,,,,
C_AUDIT_2023_2026,stability_audit,90,primary_exposure,primary_independent_exposure_axis,available,True,10,m5_6,35,35,formal_fixed_anchor_episode_population,24,24,11,23.999999999999996
C_AUDIT_2023_2026,stability_audit,90,primary_exposure,primary_independent_exposure_axis,available,True,10,m6_plus,3,3,formal_fixed_anchor_episode_population,3,3,0,3.0
C_AUDIT_2023_2026,stability_audit,180,operational_weekly,descriptive_operational_nonindependent,available,True,158,m4_plus,8893,401,not_applicable_training_diagnostic_bin,,,,
C_AUDIT_2023_2026,stability_audit,180,operational_weekly,descriptive_operational_nonindependent,available,True,158,m5_6,1166,55,formal_fixed_anchor_episode_population,39,39,16,38.50000000000001
C_AUDIT_2023_2026,stability_audit,180,operational_weekly,descriptive_operational_nonindependent,available,True,158,m6_plus,112,7,formal_fixed_anchor_episode_population,6,6,1,6.0
C_AUDIT_2023_2026,stability_audit,180,primary_exposure,primary_independent_exposure_axis,available,True,6,m4_plus,341,341,not_applicable_training_diagnostic_bin,,,,
C_AUDIT_2023_2026,stability_audit,180,primary_exposure,primary_independent_exposure_axis,available,True,6,m5_6,45,45,formal_fixed_anchor_episode_population,34,34,11,33.875
C_AUDIT_2023_2026,stability_audit,180,primary_exposure,primary_independent_exposure_axis,available,True,6,m6_plus,5,5,formal_fixed_anchor_episode_population,5,5,0,5.0
C_AUDIT_2023_2026,stability_audit,365,operational_weekly,descriptive_operational_nonindependent,available,True,131,m4_plus,15622,396,not_applicable_training_diagnostic_bin,,,,
C_AUDIT_2023_2026,stability_audit,365,operational_weekly,descriptive_operational_nonindependent,available,True,131,m5_6,2079,55,formal_fixed_anchor_episode_population,39,39,16,38.50000000000001
C_AUDIT_2023_2026,stability_audit,365,operational_weekly,descriptive_operational_nonindependent,available,True,131,m6_plus,195,7,formal_fixed_anchor_episode_population,6,6,1,6.0
C_AUDIT_2023_2026,stability_audit,365,primary_exposure,primary_independent_exposure_axis,available,True,3,m4_plus,313,313,not_applicable_training_diagnostic_bin,,,,
C_AUDIT_2023_2026,stability_audit,365,primary_exposure,primary_independent_exposure_axis,available,True,3,m5_6,38,38,formal_fixed_anchor_episode_population,34,34,4,34.0
C_AUDIT_2023_2026,stability_audit,365,primary_exposure,primary_independent_exposure_axis,available,True,3,m6_plus,4,4,formal_fixed_anchor_episode_population,4,4,0,4.0
