magnitude_bin,episode_id,anchor_event_id,anchor_time_utc,anchor_magnitude,maximum_magnitude,member_count,member_time_min_utc,member_time_max_utc,member_event_ids_sha256,member_event_ids
m5_6,b67f288577d895961116fbb54c8f28be70c6a000131f52d967e29a28745998cc,eqv1_6enunqlbx5f3lfkywpcv2xadmb,1970-01-04T17:32:40Z,5.2,5.9,8,1970-01-04T17:32:40Z,1970-01-14T10:14:17Z,78852679ef4937df3a26007a3d03bb1b94d2ece0bda5ad277ac48fa650f9f40d,eqv1_6enunqlbx5f3lfkywpcv2xadmb|eqv1_5xzjzb6wh6skcgctoc4uvrhvrz|eqv1_zskgo2bhjuizf5yqxiaajfgcwh|eqv1_p63xekqrdar4ueegkbb2zm6463|eqv1_j6krvewunyfggu6pwigpmi264f|eqv1_7njjbybgrxgfnmfs4r3zgppkrg|eqv1_qpwopwchoauhzv62xwzs2zdz3m|eqv1_usluqtfdv27ytmuvvh44f2djjp
m5_6,7ae4a6dd84db3027e247a2b33aa67a3b675601aabc2e734bff40cb2a2c386c5f,eqv1_yhidjuid7s4ryhy3pblkngblzi,1970-02-05T03:40:00Z,5.7,5.7,1,1970-02-05T03:40:00Z,1970-02-05T03:40:00Z,88a7601dd0f6d36cc80e8179f244efe3e189daacb7f50ba441a871d58e335dc6,eqv1_yhidjuid7s4ryhy3pblkngblzi
m5_6,51e90a7f46ac8dce36f1a5eb39b28769cc37a40eb798fa60edabd24fcfcc341a,eqv1_t7pcj3tskqvu7iahel2uvmpsmo,1970-02-06T22:32:39Z,5.5,5.5,1,1970-02-06T22:32:39Z,1970-02-06T22:32:39Z,e42dee16c3940ab9508b6cf587ceaff1a9a7ed8e0a1adb926094546e5df7d32f,eqv1_t7pcj3tskqvu7iahel2uvmpsmo
m5_6,f8ac8629370aec5d2ca79796c76716b6a5734ceb147230462536d5f6a38a072f,eqv1_iklkbpft5vm4zcgnuxwjdgi5z6,1970-03-11T01:37:20Z,5.2,5.9,3,1970-03-11T01:37:20Z,1970-03-12T18:09:53Z,29bb08c24ca01c63ced0b55c90843c437b97d3a593059445dab9ecd0c025ef76,eqv1_iklkbpft5vm4zcgnuxwjdgi5z6|eqv1_hywlvsxg7p3t5yvw6pzyimakj7|eqv1_vjnsmajak3h7kvqxgqsd5kyu46
m5_6,e6f8a2119416f1a0c1d066c2b7fe837546acceebe1e7e7ffae4d47f744ba9b8f,eqv1_4gmmaxhbu32rd734etnm7amrol,1970-03-29T03:48:48Z,5.0,5.0,1,1970-03-29T03:48:48Z,1970-03-29T03:48:48Z,8d331a18d4afcb5c035dd88f6ade0decb8346247f478c4fabc1963b07d1325bc,eqv1_4gmmaxhbu32rd734etnm7amrol
m5_6,30510c890c70121e50996441e6af477487404bcf297599fdb91078ed1eb1bdaf,eqv1_iosncihmayqcrb6zczllca3a7r,1970-07-29T05:50:57Z,5.9,5.9,2,1970-07-29T05:50:57Z,1970-07-29T05:50:57Z,eb6586ac23549adda20483e9e76c51d328161772c191b28628fe42fcf6848132,eqv1_iosncihmayqcrb6zczllca3a7r|eqv1_pyhyfc2o6uapapzga5ni7rkif4
m5_6,075feff495e14f09cbe539a734f164963992730a25bf7265bd1d1dbcf9b19da3,eqv1_c6l5vhvlrnn7sbyzt7dy23x5mn,1970-07-31T13:10:49Z,5.4,5.4,1,1970-07-31T13:10:49Z,1970-07-31T13:10:49Z,9a8250ce8b7769f8f5505ec5aa5a776b94d3a80efd634216e446623cfecd7b6b,eqv1_c6l5vhvlrnn7sbyzt7dy23x5mn
m5_6,fd492e6f03d4a236bb1972d88526c0746626fcae37b9cbd044dd6a05c5cdb756,eqv1_fdk7eh5vvq4bizx5gxzcukov7a,1970-09-05T13:37:33Z,5.5,5.5,2,1970-09-05T13:37:33Z,1970-09-05T13:37:33Z,9d63648b98139d592866a6f0feaf6a7dc8e100fe7fa3b2a7b6e57936bfe2b231,eqv1_fdk7eh5vvq4bizx5gxzcukov7a|eqv1_zmfaa65pibrk54s544r7pkh7vb
m5_6,d28873d96a077165f9432101803dd1dbd58399285216c06b059d10d2f9ed07ca,eqv1_34nb6uuhkrow4dffnl2qumcbsn,1970-11-08T09:15:56Z,5.5,5.5,2,1970-11-08T09:15:56Z,1970-11-08T09:15:56Z,b872ca97abdcabd6c3e96615ccbfeb666b60945b3afaf3bf4f5fdd85802c67fe,eqv1_34nb6uuhkrow4dffnl2qumcbsn|eqv1_xjngnvwlg6i7v6xfayzj3oh2yn
m5_6,b241d8b26296b9a88aca59c491bc1a2ebc71c63504b419c746ca4eb938a03aa8,eqv1_qlrearxz43t5w4k5vfkadzdv5u,1970-11-16T04:57:31Z,5.4,5.4,1,1970-11-16T04:57:31Z,1970-11-16T04:57:31Z,0974a0367b7da8a1bf963998d71886a68c8ae54cadeb75855b69b8d03455bc23,eqv1_qlrearxz43t5w4k5vfkadzdv5u
m5_6,ac2864e2526b5713ba7d178429b356966fe3199b58a5779f0dc7d9ee3715529e,eqv1_aymhdfjwune3e76b4qim6flgyg,1970-11-29T02:03:37Z,5.0,5.0,1,1970-11-29T02:03:37Z,1970-11-29T02:03:37Z,f7c2f1bc6d34f318e27b4beae3655084416a7e27eaf81a220b41faef83f2a8ec,eqv1_aymhdfjwune3e76b4qim6flgyg
m5_6,f52ed5e80808f90e72ff61299175ed8918d34b93f61ce4ea3492c84e17fdf7eb,eqv1_hqbhz43lfr5wlqdbioxnycydt2,1970-12-02T19:12:50Z,5.1,5.1,1,1970-12-02T19:12:50Z,1970-12-02T19:12:50Z,8a30bad6799d1412c373b46a45957a48d3166e77d912af405e35f89ff7cefcf3,eqv1_hqbhz43lfr5wlqdbioxnycydt2
m5_6,d258b251ad66dc34a5d5df138dd2d32ba8132945084726094494f7cd26860f45,eqv1_rbcoqobhyw7rirjjzkob2g435s,1971-02-05T09:10:33Z,5.8,5.8,1,1971-02-05T09:10:33Z,1971-02-05T09:10:33Z,5698807c403a61ca380a528de46fcdc0b977ebe6957330202a21fcbb288db4ff,eqv1_rbcoqobhyw7rirjjzkob2g435s
m5_6,6612cadd9abcfe7946832efc457afd7f6fb0bba26bf9e2bd2a888d56b674d487,eqv1_2yy2mnrjzxgut562vzpaqns6qe,1971-03-24T20:54:31Z,5.0,5.0,2,1971-03-24T20:54:31Z,1971-03-24T21:01:59Z,e6b478fa068f5133512e099cdfcfaf46590e333fd9ad6187bb1a3d7582e7a931,eqv1_2yy2mnrjzxgut562vzpaqns6qe|eqv1_qvrak4hllcwaztzrhyirlnqjx4
m5_6,e0306432f29dfaf861cedea4f618e5f53c9bc5b3c24ea512ca0ce0ff308f5ba1,eqv1_yq5ghjryz34gdntsuzuanxandv,1971-05-03T00:33:24Z,5.4,5.4,1,1971-05-03T00:33:24Z,1971-05-03T00:33:24Z,0e82e6e65a926cfe002c2b11fab1e666642084cf580442c477f364caf9e67f71,eqv1_yq5ghjryz34gdntsuzuanxandv
m5_6,db11561870e5eb4defb361dd3a3e35a2437d48bd8bce696a1e1c9008faff8daa,eqv1_sti2lscv42ee6lc4fdvaety2ju,1971-06-15T07:39:38Z,5.2,5.8,5,1971-06-15T07:39:38Z,1971-06-19T17:23:00Z,8347b212aaa9601aa730e96bbaa8c09b284c6091463a05aa7792ae5433641269,eqv1_sti2lscv42ee6lc4fdvaety2ju|eqv1_5zgotmetmveb44zrbgq7jahc7x|eqv1_rakyycvtimz3zka4fv4gggxhpy|eqv1_k7nhfqgttdswx4d4hg6pmjgn27|eqv1_kotck4j6dvl26uuyzhf562jaey
m5_6,8ab095b318914746ff71f174383854818cb78801133928a41141b47067acbf23,eqv1_ea3x3gevqyimfvgnpxwepjoxbq,1971-06-28T05:01:47Z,5.1,5.1,1,1971-06-28T05:01:47Z,1971-06-28T05:01:47Z,2ed93531c30939cc3e72d66b94a9ff72a9946fa521fda964faa735c80a9b9559,eqv1_ea3x3gevqyimfvgnpxwepjoxbq
m5_6,4c8e282e9f49d052baee8f04af5ffbb13df71d42832859097b62155b0241709e,eqv1_55ahjcd52h2kgp3nt3sykv2ls7,1971-07-26T01:48:35Z,5.7,5.7,1,1971-07-26T01:48:35Z,1971-07-26T01:48:35Z,a81a1803788b63022cbf561d1b070fa1caf11abe1c9b96bf2287d1f80c753a3c,eqv1_55ahjcd52h2kgp3nt3sykv2ls7
m5_6,a66d8ab16a3d6e5508b48a1cb5a59ae3703db66a28d00335c220bf2a37fd3f74,eqv1_svm3aclugceqippg2scyrp63tj,1971-08-16T04:57:59Z,5.9,5.9,6,1971-08-16T04:57:59Z,1971-08-23T05:36:04Z,d5868c526b8c0fdf5bc584afc286eaecd7ded18819a25efa312c0c0ba30952a5,eqv1_svm3aclugceqippg2scyrp63tj|eqv1_r3abh2jbw4ux77bowzwojix355|eqv1_s7nv226bwbhnq4ovou4k23xtfh|eqv1_2x77rrdqe7jrbcofzwqhy2ukls|eqv1_dgfjlsifrgjgy4ulwvokkr2dn7|eqv1_bxh2jazpmfm34q5c2gpl7lr4gc
m5_6,2fbfb1efb00dfaf4588e0b568424ebba7b29a836af6e8b1e40741336600faca1,eqv1_oslg4yefe76h6xllugqkp4naav,1971-09-21T09:13:52Z,5.1,5.1,1,1971-09-21T09:13:52Z,1971-09-21T09:13:52Z,da957f29c5c482b60d6eba1ffe7edceb0480a83eafd36db717df07ce71ac1b04,eqv1_oslg4yefe76h6xllugqkp4naav
m5_6,c04bbaf0acc78723e1494b3507fcb90c7f1d6e7abd1c9cfa599a76ca29598f1b,eqv1_vzxhjmtskthcrdix63qgra27xj,1971-10-24T08:59:06Z,5.0,5.0,1,1971-10-24T08:59:06Z,1971-10-24T08:59:06Z,24e5848b37709a51dad126cddfecdf638de9cc43157c28c0b2c1a88519c8e241,eqv1_vzxhjmtskthcrdix63qgra27xj
m5_6,31e30e79f1958a4c39653141f96f16af11bbde9bf0872a0ebb3c8bd40b4516ac,eqv1_emdurqggluwnuyapbd3fxwqojy,1971-11-01T05:30:00Z,5.0,5.0,1,1971-11-01T05:30:00Z,1971-11-01T05:30:00Z,962103b0e36541fd84202c28ff9e50e7d818d2cae0c7c343599e7ef6e031920d,eqv1_emdurqggluwnuyapbd3fxwqojy
m5_6,47691ca5a37edd01ddb004bee3a75b3961af82922f873ac66773f6650e3bb2d9,eqv1_cb7m3hozzzmiuqqtsc76ktawei,1972-01-12T18:37:21Z,5.4,5.4,1,1972-01-12T18:37:21Z,1972-01-12T18:37:21Z,f999d028dbd54ac0c4c5b253b8c0a525a4a12992d492b63d5adec5b917af3afb,eqv1_cb7m3hozzzmiuqqtsc76ktawei
m5_6,706e749b26c4e68dff0684821530d0fbe05464af33ba8d3ccc0298972c33db0d,eqv1_cj5cgj4qntbt2dlx36xuchmdd2,1972-01-23T02:05:56Z,5.6,5.6,1,1972-01-23T02:05:56Z,1972-01-23T02:05:56Z,6205f6c2f412865fdfb54f388362585e4e5c838dd18c1755b2f5a8948b5456f9,eqv1_cj5cgj4qntbt2dlx36xuchmdd2
m5_6,7a103cfd32966287843b8df0133c4c6790b40a664e705b6cf87aac0872afc779,eqv1_murhrvcn7cicf6hhq3uynak3f4,1972-04-08T09:33:39Z,5.2,5.2,1,1972-04-08T09:33:39Z,1972-04-08T09:33:39Z,70755f98093de124e4356e508cf1f8c4d08bbe4d5635489367a913fccc20f35e,eqv1_murhrvcn7cicf6hhq3uynak3f4
m5_6,1e4cf5eae2de9d12c4acce75514227ad5c179f8559a2df5e906e195d9717a496,eqv1_tutqqc72kctkvfzqyuocozc75d,1972-04-09T04:10:50Z,5.6,5.6,1,1972-04-09T04:10:50Z,1972-04-09T04:10:50Z,61e6a4cf24c953def3f9b8f82ce2193e29021df5268eeb4255b96c3d119cc7c4,eqv1_tutqqc72kctkvfzqyuocozc75d
m5_6,40533270270d4f8a41304643739e72b820bfbc0a72374ce9d8475f44af48bfc2,eqv1_q4j4rx3mknirrst5ogoujpcwbk,1972-08-27T14:49:32Z,5.4,5.4,1,1972-08-27T14:49:32Z,1972-08-27T14:49:32Z,4b6985d6cab2abae549cff6568ff8bd265d7eaf88ef31509fb3054d250afd40c,eqv1_q4j4rx3mknirrst5ogoujpcwbk
m5_6,244ec888914ced3410bc67f5c2191a67af4e33b7b024220497f07da897728de6,eqv1_2e3auknplckxa7z3apyvyyivl7,1972-08-30T15:14:06Z,5.5,5.5,3,1972-08-30T15:14:06Z,1972-08-30T18:51:32Z,b9dea3e762a2411d9484887b69e6a04899a4c119a61dfa5a3d1633de7f22332c,eqv1_2e3auknplckxa7z3apyvyyivl7|eqv1_d26sdrnnxs4cxzqr3oh5zpaze7|eqv1_h7weirqft2kxpllux7calbdlqr
m5_6,db628f10c0e8fd1cf698b73da487cdc771ef2a6f5e0753f1f5cd915e25c327da,eqv1_p452n2wiqx5gzitdwm6bgxhlfg,1972-09-27T00:08:31Z,5.6,5.7,3,1972-09-27T00:08:31Z,1972-09-29T20:24:41Z,f981b81d9af5705b3356a3a7a14f0be2be7820294d887dc0c4a77fc2dd649a32,eqv1_p452n2wiqx5gzitdwm6bgxhlfg|eqv1_i5gsuxrv4dklxylizaewoqhhd5|eqv1_dswcahoxnqvpkcgiply6imvsfi
m5_6,efa185d67da3836a4dae202f8d007c7f19ecf05e4cb611d55764bf9ecda55929,eqv1_v5nz5cz5gjmnjwjrurxczjy62t,1972-12-30T23:54:05Z,5.2,5.2,1,1972-12-30T23:54:05Z,1972-12-30T23:54:05Z,4aba475e89be265c5db7730418253fdbc75223dc50450e6cf4920842858b38bf,eqv1_v5nz5cz5gjmnjwjrurxczjy62t
m5_6,3b48b987baada3358e43042bdded2e90145dfcc05d8f2324845a34302d63f59f,eqv1_hgjvfw644aiszsmkynjzvx35si,1973-02-06T10:47:00Z,5.0,5.0,2,1973-02-06T10:47:00Z,1973-02-07T09:20:57Z,978ac8fb7ff48f730abe5759f886e41057cafe215a7ed5892b2ef60a0ac5dbad,eqv1_hgjvfw644aiszsmkynjzvx35si|eqv1_bpqu4xt4yc7lks6bc423qwezsi
m5_6,4521c763b341e5d2a881d496f069481e0a4d89d0c461f6af6ba3f7f1e6f1bc86,eqv1_esn3v3737bo5d3ymncipuokb42,1973-03-22T01:06:57Z,5.3,5.3,1,1973-03-22T01:06:57Z,1973-03-22T01:06:57Z,573ff47bd1902e0e6b99c01d55af50329e39b160522b82b0ba1a1616a5d3610a,eqv1_esn3v3737bo5d3ymncipuokb42
m5_6,028079b0750a4d3a371eb3f57a6891dca517aadbfed61049d835dce58ffa46b5,eqv1_4udhuolnn7u72r6o64gcc4d7va,1973-03-22T06:10:24Z,5.5,5.5,1,1973-03-22T06:10:24Z,1973-03-22T06:10:24Z,22554fd1a5b9627eba8516483955402d9047552cac52d846afba0ed592e313a0,eqv1_4udhuolnn7u72r6o64gcc4d7va
m5_6,7d2f597a3cc2a811aee0f0824d2ca01e688aabced8572bffc09554c857aa4d8b,eqv1_ccksxz65cb7tdjnw4nqwgoc5gm,1973-03-23T19:14:54Z,5.5,5.5,1,1973-03-23T19:14:54Z,1973-03-23T19:14:54Z,7ff383f222e2284e371e048ff52528221208dcfe44c0ce1c3485718a08218619,eqv1_ccksxz65cb7tdjnw4nqwgoc5gm
m5_6,aac319510efc287ec89c90d70af957cfc9bc3092c5955f03841b655088bcf821,eqv1_fksdra54g6povaqihkd2cx2j64,1973-04-22T05:46:21Z,5.1,5.1,1,1973-04-22T05:46:21Z,1973-04-22T05:46:21Z,3bfbfdcffd5145693ed1262fb1b3c876b0ebe53c8891dcc80a2a87828eb8a363,eqv1_fksdra54g6povaqihkd2cx2j64
m5_6,a62175d8e4f35d07f36bee81089c279a1df60a09bf9a80ed82cf98bccfdfe43d,eqv1_f57e3nvtuqdd4vr26vpr7seacw,1973-05-08T10:01:35Z,5.1,5.1,1,1973-05-08T10:01:35Z,1973-05-08T10:01:35Z,abe19f210528bcfa9ba39b89df23ddc9b878f66a8f36826998481d30d39130d9,eqv1_f57e3nvtuqdd4vr26vpr7seacw
m5_6,35ecbd92ee8f37c8a502ae82aafa6f59e42b7b3918e04d98046540454d0a25a7,eqv1_b7dlmzz5ldo3t6nqr5h55sxlik,1973-05-17T09:38:09Z,5.1,5.1,1,1973-05-17T09:38:09Z,1973-05-17T09:38:09Z,5ae5674cdbc79eb1feaf14a7af0a397d0c7b3a57fed5e5ea27fad0d53eef8676,eqv1_b7dlmzz5ldo3t6nqr5h55sxlik
m5_6,fd0556871d8665e81e53874a1d9a3165a15787192d2f03e4c0d90c96a7bea45c,eqv1_6zey4lzwm2zckuhx422tx736mu,1973-06-01T16:39:49Z,5.0,5.0,1,1973-06-01T16:39:49Z,1973-06-01T16:39:49Z,773e2b69ec139a6ed6cd2536f71300c9e8c508f5f79cb76f2c3e70240cd3fe63,eqv1_6zey4lzwm2zckuhx422tx736mu
m5_6,80c528a1e54ce29317159965d6c8060776e4507abae168d759309a91b0352882,eqv1_52wqhf3bbpzualbzjgvccdm44k,1973-06-10T16:08:44Z,5.0,5.0,1,1973-06-10T16:08:44Z,1973-06-10T16:08:44Z,e40122c63a97eb4013019687a29c975d43d571810197a48042eda8b06e2b2980,eqv1_52wqhf3bbpzualbzjgvccdm44k
m5_6,520cc0e5357d3e668a1d73e6cf29f65b965200f3dd9f8102e214ca264204178e,eqv1_yzrnmuczzdux7lkqxvgg5nam5u,1973-06-16T07:22:50Z,5.1,5.1,1,1973-06-16T07:22:50Z,1973-06-16T07:22:50Z,eeea35fb0232e0ac2301c0673ba9ba88773c665e2a1fdcc422885c67fb1807de,eqv1_yzrnmuczzdux7lkqxvgg5nam5u
m5_6,58ba3b3a52a66134d9dcbcabe523aa13a36de65e4fcfbe2badb6536fdc4e703a,eqv1_k5xajsp22zwzai2hxusudm4fyh,1973-06-28T21:59:27Z,5.4,5.4,2,1973-06-28T21:59:27Z,1973-06-29T17:52:01Z,24112405d235b1f80e31798ce3c450654e19c6cf5391cbbef1dacc4eb2dcf9a0,eqv1_k5xajsp22zwzai2hxusudm4fyh|eqv1_m2ylymd3m7re2jr6rkxxmh57da
m5_6,b2ee9b8e1c77257a6505c3948eb838383ddd6feb3c23fb6861bbbd5a0febabbf,eqv1_hx2vbnxoq3memnym5j3dd7li6r,1973-07-14T09:12:45Z,5.2,5.2,3,1973-07-14T09:12:45Z,1973-07-21T19:50:03Z,0771586ac417c231cf0fdd54d181518a0794cb49fbe90387da3a1a88faa14463,eqv1_hx2vbnxoq3memnym5j3dd7li6r|eqv1_zridcok3iwwgxlqo643fnukl4m|eqv1_7iso3ajexn6kdbhf6a6jzwxnfr
m5_6,85d417ac61de60b2da1c4cb5db62e006cba26493509d514e7c0d5c6ccbd427a8,eqv1_bhklnfwgfjdoeyykb3st2azzug,1973-08-02T08:58:16Z,5.4,5.4,1,1973-08-02T08:58:16Z,1973-08-02T08:58:16Z,bfa5c56032aa1f805768ee5c6de9e125a946a8ac771bda56a5c5f831217d0bd8,eqv1_bhklnfwgfjdoeyykb3st2azzug
m5_6,ec59cbbbd17b7277f5733cfcf1ef051b345249549d30021352837899a82ebfc4,eqv1_bgtm3hvlr4r7lu7h3g5q2g65ur,1973-08-16T06:05:29Z,5.2,5.2,1,1973-08-16T06:05:29Z,1973-08-16T06:05:29Z,3716fecdef09e30722fa3c4438ffad2bdc56cb4cba7e77d3dd4cd92f3939fc12,eqv1_bgtm3hvlr4r7lu7h3g5q2g65ur
m5_6,07e7486d165e3b10cdffe6910e78440dcc7df34bfc6a8283c49bccaa8b466939,eqv1_e63lyvfg7swarcny2tkfuf4mcf,1973-08-16T08:02:50Z,5.5,5.5,2,1973-08-16T08:02:50Z,1973-09-08T07:59:32Z,303308028b6bad0d76fb870165b8ad7c68ae165aa7178041130c2ede83a8fa94,eqv1_e63lyvfg7swarcny2tkfuf4mcf|eqv1_jwk4ub5loep35zmkxr3365jujd
m5_6,88ea94fecb3aab455ca31f82ef4210712cb15f810f7f16aad2a8d2dd9ce9cddc,eqv1_57rnvgqyvy24s2rxny2ywwdkgd,1973-09-09T02:13:41Z,5.8,5.8,2,1973-09-09T02:13:41Z,1973-09-09T02:42:29Z,28651d2454060e1615188fecd8205d4184506864197c3a958f2136eb1a74f5d3,eqv1_57rnvgqyvy24s2rxny2ywwdkgd|eqv1_27773pvh4w7gdfms3i7m7jg464
m5_6,f97d68af5c5a8042ae2c266ad552317bd9e30733b976ce05a38a08329457bbc1,eqv1_sdeg224xurvfdqkp5k4pagizl4,1973-11-21T19:47:56Z,5.1,5.1,1,1973-11-21T19:47:56Z,1973-11-21T19:47:56Z,387c7a61b0d03e5f4a4299e8cec86b34f161adb9e2101f067932d3948d184fcc,eqv1_sdeg224xurvfdqkp5k4pagizl4
m5_6,7ac4c17f57cdffe2c05e3ac706c6ac6fb57bc8cc4edb9dc69eb5ce36e248ad15,eqv1_b3ttezqtzzlh74qw7xg6rtoaly,1973-11-28T15:55:18Z,5.0,5.0,1,1973-11-28T15:55:18Z,1973-11-28T15:55:18Z,c59a4f475cfb3185d9c26b77c90cdafb1d74f40f878dd6541f09add96571c68d,eqv1_b3ttezqtzzlh74qw7xg6rtoaly
m5_6,68319fbb2b1d7f6aec349b4d80b479e353523b830ad0605d401817f36bdb26dc,eqv1_l7gic3sqoywdrxkpfpjixzar7i,1973-12-31T11:00:55Z,5.3,5.3,1,1973-12-31T11:00:55Z,1973-12-31T11:00:55Z,093fa0f6358bba7cf659693296f7f3768124e3412ad79a8b9c0c7c9fc68601e0,eqv1_l7gic3sqoywdrxkpfpjixzar7i
m5_6,eab02a979b55d256c8044f11e4fa4afa99e17fcb3871eed667d6fbfda159fc56,eqv1_pmqesptvjwbroyutcy3qh26rva,1974-01-15T22:50:26Z,5.7,5.7,1,1974-01-15T22:50:26Z,1974-01-15T22:50:26Z,fe08aaead5fb5f4e375b9d95ad12d57ec352481e0dbcc3ba6b6fe1cd5fcec2d2,eqv1_pmqesptvjwbroyutcy3qh26rva
m5_6,60fc6dc645ae76caa475b93f36550cded1354f157e85ad304d4f1fd52091b989,eqv1_ykaoj26dl4sdyotcg6s2rooshi,1974-03-03T04:53:15Z,5.7,5.7,1,1974-03-03T04:53:15Z,1974-03-03T04:53:15Z,fa127a61d920d2fe425ebf859fa254f12b1303a425e9768f333f4661e50ecfdc,eqv1_ykaoj26dl4sdyotcg6s2rooshi
m5_6,93d0e4fed913bc102186861fbe4bbd050c26cb9ed361bcdd4b9c17e5baf18622,eqv1_x2ozz6htlpf2tfxeu3fds54dur,1974-04-22T00:29:17Z,5.5,5.5,1,1974-04-22T00:29:17Z,1974-04-22T00:29:17Z,c3916faf4f0a81fce56f49ec13aa9a12877c6d97325f1dd696ca415daf899280,eqv1_x2ozz6htlpf2tfxeu3fds54dur
m5_6,51e6559b1ca58d3b621b6c8bc54b0cde80c455bccd941fd46247867b7bb30fca,eqv1_ltevtxtytnixl4efp7rvzejsaq,1974-06-05T00:02:08Z,5.2,5.2,1,1974-06-05T00:02:08Z,1974-06-05T00:02:08Z,734faf4db39f910893f33e8ed6773f2f785104c539529cc91cef54cdb45d6d95,eqv1_ltevtxtytnixl4efp7rvzejsaq
m5_6,99f679e4ca92c294e672bef73cbce0bfc7e3144aef9926312bae89edf5674562,eqv1_md45fckuxu2eockdwpuvmkb3ar,1974-06-05T12:30:22Z,5.0,5.7,3,1974-06-05T12:30:22Z,1974-06-15T14:27:33Z,a4fd27c3bc80a40057aea0ddeb2b9af5a337c1c9e9da8777ced4cb88e010e621,eqv1_md45fckuxu2eockdwpuvmkb3ar|eqv1_iadjlchslvtgob4bewcgnmyddt|eqv1_n4lyiaudc4nnotcoa4znfqi6v3
m5_6,247fdf4c3c0dde9b66a15d4d9dcfefd265f4fcb7740263a70f1d16b99f12c733,eqv1_2pnn3pzvq3tkpaqkosr3wypije,1974-06-15T10:19:28Z,5.0,5.0,1,1974-06-15T10:19:28Z,1974-06-15T10:19:28Z,17e5ab1e7d7768b592d00c67b59b74e1be9cf8dbc118b80945df49ef84edd5c7,eqv1_2pnn3pzvq3tkpaqkosr3wypije
m5_6,da5cf3cc98917c87abf529d9041f8b20c89f9ee83bcdf2904b062da7cbf78b60,eqv1_5xlc7irh7megst5k75qci27dgw,1974-07-09T16:20:28Z,5.2,5.2,1,1974-07-09T16:20:28Z,1974-07-09T16:20:28Z,b8b5ac86987fb42f01e2da0989f917dc97c23a7045765801549d7acd56313a91,eqv1_5xlc7irh7megst5k75qci27dgw
m5_6,e9fd63b5b4139dae4bfba855f0708db9678ca99d9c12fbe9bd58f091dfb33062,eqv1_v3epaastf6cduj77552743tggl,1974-08-03T04:08:17Z,5.0,5.0,1,1974-08-03T04:08:17Z,1974-08-03T04:08:17Z,f1f8463c5928db187dea6b6814b510c3def1132d813854fd9df10914c232de80,eqv1_v3epaastf6cduj77552743tggl
m5_6,6eb772fb888bf2887c5be60c44edebd1b2964b664da4f441a82734c02956b9ef,eqv1_jxfj4ge2jf7uztwoyp6pp5r5ma,1974-08-11T05:12:34Z,5.4,5.5,9,1974-08-11T05:12:34Z,1974-09-03T19:41:15Z,8c9d86044810d4d5b6295a8f9ca2bc96006b860d0f1d15c1342587a9c2ae131e,eqv1_jxfj4ge2jf7uztwoyp6pp5r5ma|eqv1_exfqtuijkwiwovdeenak2y5zjh|eqv1_qxvc7eaz3fswjgglhfpjovpwgw|eqv1_6cuk6c7xlylo2dgtvjxmsnh7g6|eqv1_zfkckkzwkvdzftm4utt3pv2kd2|eqv1_v5kravk7idfhf7a2lkuerkwm2c|eqv1_tot7pvru6xppwiyisoara66ao6|eqv1_ehqpmw66vnpnycuybkjhbt7jrl|eqv1_hhpcw7ct2leuscgi6tvxogvbvc
m5_6,134864a7111fe3f0af0df88e4e9f6adeeee1e37bd195222dfc261ac2053be599,eqv1_vdmyxgd2drwm5nkd6l47jd7nep,1974-09-23T14:51:06Z,5.6,5.6,1,1974-09-23T14:51:06Z,1974-09-23T14:51:06Z,d37e38311e8ed7258c901408306bfe3b9ff8ccd0f63968a287c3282325e3b3b7,eqv1_vdmyxgd2drwm5nkd6l47jd7nep
m5_6,6417f052adddc893a5dfa087df3f92624e910330ec47e6fb2fb2f43c484154f7,eqv1_hicga2mafjlomfd5ekpzdvuh7r,1974-09-27T05:26:36Z,5.5,5.5,1,1974-09-27T05:26:36Z,1974-09-27T05:26:36Z,4f2c470112d3c58bd12c898195c214ffe91c0d44bd87cc9fd9af4cce423a0f3b,eqv1_hicga2mafjlomfd5ekpzdvuh7r
m5_6,a4e05cc285c69d0dd4073e7fec78bdbb6a1c1361831660f23e53637335a2dd2b,eqv1_t7bxbbjfb7uvra4qfjoo2qohh5,1974-09-29T15:51:50Z,5.5,5.5,1,1974-09-29T15:51:50Z,1974-09-29T15:51:50Z,07ce39be23f6e5d63cfd83f47bba56271bcfa387853d56adee101ec2feb446ea,eqv1_t7bxbbjfb7uvra4qfjoo2qohh5
m5_6,2db94b9fb848fcceab9adfccf136408b6d0a85db04b061d90ec2d8e935f679ae,eqv1_ixwzwohhmbkjj5nj3igxawhj5q,1974-10-13T21:29:50Z,5.3,5.3,1,1974-10-13T21:29:50Z,1974-10-13T21:29:50Z,5a5d9b5066d6f6a2e2625a44fe6876a18f5c9ae2d5e3250af53a7529a34fafeb,eqv1_ixwzwohhmbkjj5nj3igxawhj5q
m5_6,8e4872291c5baaeedfa6e04b8d954ea4cebc80772a4a1b496ecd4cac5cafe348,eqv1_ffdssdidhwd5kczitgzmdu4uqm,1974-11-16T16:25:53Z,5.7,5.7,1,1974-11-16T16:25:53Z,1974-11-16T16:25:53Z,2a8c576c8d1c7f397c617a6122e5d59ccade17b39f24756d679f73b3cd392ff0,eqv1_ffdssdidhwd5kczitgzmdu4uqm
