atomic_block_id,time_block_id,time_block_role,time_block_start_utc,time_block_end_rule,grid_cell_count,clipped_area_km2,all_event_count,m4_plus_event_count,m5_6_event_count,m6_plus_event_count,m5_6_episode_anchor_count,m6_plus_episode_anchor_count
atomic_block_01,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,68,27437.62824040324,98,33,10,0,9,0
atomic_block_02,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,907,560174.8415681091,5695,1207,154,35,102,27
atomic_block_03,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,1837,1081571.4263131458,470,100,20,0,16,0
atomic_block_04,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,31,19375.0,101,29,4,1,3,1
atomic_block_05,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,773,478606.8699355589,399,56,5,1,5,1
atomic_block_06,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,3,405.52504091723125,1,0,0,0,0,0
atomic_block_07,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,352,215564.284386234,390,79,6,1,3,1
atomic_block_08,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,94,41928.132891993526,49,14,6,1,5,1
atomic_block_09,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,1,7.633484238101179,0,0,0,0,0,0
atomic_block_10,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,74,44086.517982746984,748,112,40,11,19,4
atomic_block_11,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,199,123732.93027163755,2598,522,82,14,63,13
atomic_block_12,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,780,487500.0,2190,509,99,21,64,17
atomic_block_13,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,567,354375.0,820,193,47,10,37,10
atomic_block_14,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,633,393101.5699433334,799,254,54,15,43,14
atomic_block_15,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,3082,1861456.774373755,2557,503,85,10,61,8
atomic_block_16,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,58,36250.0,122,18,1,0,1,0
atomic_block_17,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,549,300006.53412273346,197,47,9,5,8,5
atomic_block_18,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,236,134250.47028842577,1331,204,26,5,24,5
atomic_block_19,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,105,65625.0,100,50,16,3,14,3
atomic_block_20,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,193,110121.45369402539,913,180,39,10,29,10
atomic_block_21,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,559,332258.53698396846,340,41,6,0,6,0
atomic_block_22,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,458,270152.97221988055,461,57,6,0,6,0
atomic_block_23,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,55,22198.12362974989,263,44,9,1,7,1
atomic_block_24,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,1247,760273.1225447739,2355,744,134,30,113,27
atomic_block_25,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,35,21763.675766897384,12,3,2,0,1,0
atomic_block_26,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,1215,759375.0,2995,447,60,16,51,11
atomic_block_27,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,50,18239.597245046698,297,46,7,1,5,1
atomic_block_28,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,466,291250.0,127,8,1,0,1,0
atomic_block_29,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,1,102.83655715752643,0,0,0,0,0,0
atomic_block_30,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,2,4.952938139193471,0,0,0,0,0,0
atomic_block_31,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,323,172522.23293613121,123,16,1,2,1,1
atomic_block_32,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,8,2042.8127690718645,11,3,1,0,1,0
atomic_block_33,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,214,133750.0,321,72,21,5,14,4
atomic_block_34,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,22,13750.0,130,30,15,2,12,1
atomic_block_35,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,40,23303.18700555853,22,1,0,0,0,0
atomic_block_36,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,15,5336.32655304013,50,9,3,0,3,0
atomic_block_37,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,322,201250.0,1169,281,71,21,60,17
atomic_block_38,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,96,43871.8296970591,99,26,4,0,4,0
atomic_block_39,ALL_1970_PLUS,all_catalog_1970_plus,1969-12-31T16:00:00Z,catalog_truth_cutoff_inclusive,27,8282.95504903938,249,53,6,1,1,1
atomic_block_01,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,68,27437.62824040324,1,1,0,0,0,0
atomic_block_02,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,907,560174.8415681091,309,57,8,1,8,1
atomic_block_03,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,1837,1081571.4263131458,44,8,2,0,2,0
atomic_block_04,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,31,19375.0,21,7,2,0,2,0
atomic_block_05,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,773,478606.8699355589,29,4,0,0,0,0
atomic_block_06,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,3,405.52504091723125,0,0,0,0,0,0
atomic_block_07,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,352,215564.284386234,6,0,0,0,0,0
atomic_block_08,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,94,41928.132891993526,10,3,1,0,1,0
atomic_block_09,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,1,7.633484238101179,0,0,0,0,0,0
atomic_block_10,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,74,44086.517982746984,57,7,4,0,3,0
atomic_block_11,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,199,123732.93027163755,176,30,1,0,1,0
atomic_block_12,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,780,487500.0,132,43,10,0,7,0
atomic_block_13,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,567,354375.0,85,32,7,2,4,2
atomic_block_14,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,633,393101.5699433334,87,28,4,1,4,1
atomic_block_15,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,3082,1861456.774373755,88,11,4,0,3,0
atomic_block_16,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,58,36250.0,3,1,0,0,0,0
atomic_block_17,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,549,300006.53412273346,26,4,2,1,2,1
atomic_block_18,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,236,134250.47028842577,98,19,2,0,2,0
atomic_block_19,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,105,65625.0,5,1,0,0,0,0
atomic_block_20,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,193,110121.45369402539,57,3,1,0,1,0
atomic_block_21,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,559,332258.53698396846,26,3,0,0,0,0
atomic_block_22,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,458,270152.97221988055,49,3,0,0,0,0
atomic_block_23,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,55,22198.12362974989,5,1,0,0,0,0
atomic_block_24,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,1247,760273.1225447739,217,101,28,3,21,3
atomic_block_25,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,35,21763.675766897384,1,0,0,0,0,0
atomic_block_26,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,1215,759375.0,271,53,9,1,6,1
atomic_block_27,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,50,18239.597245046698,16,2,0,0,0,0
atomic_block_28,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,466,291250.0,10,1,0,0,0,0
atomic_block_29,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,1,102.83655715752643,0,0,0,0,0,0
atomic_block_30,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,2,4.952938139193471,0,0,0,0,0,0
atomic_block_31,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,323,172522.23293613121,14,0,0,0,0,0
atomic_block_32,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,8,2042.8127690718645,0,0,0,0,0,0
atomic_block_33,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,214,133750.0,21,7,3,1,0,1
atomic_block_34,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,22,13750.0,8,1,0,1,0,1
atomic_block_35,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,40,23303.18700555853,0,0,0,0,0,0
atomic_block_36,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,15,5336.32655304013,4,1,1,0,1,0
atomic_block_37,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,322,201250.0,136,30,8,4,8,4
atomic_block_38,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,96,43871.8296970591,8,4,0,0,0,0
atomic_block_39,C_DEV_2000_2004,development,1999-12-31T16:00:00Z,2004-12-31T16:00:00Z_exclusive,27,8282.95504903938,4,0,0,0,0,0
atomic_block_01,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,68,27437.62824040324,2,1,0,0,0,0
atomic_block_02,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,907,560174.8415681091,633,161,18,3,4,1
atomic_block_03,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,1837,1081571.4263131458,48,13,3,0,3,0
atomic_block_04,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,31,19375.0,21,7,1,1,1,1
atomic_block_05,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,773,478606.8699355589,22,5,1,0,1,0
atomic_block_06,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,3,405.52504091723125,0,0,0,0,0,0
atomic_block_07,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,352,215564.284386234,5,0,0,0,0,0
atomic_block_08,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,94,41928.132891993526,2,0,0,0,0,0
atomic_block_09,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,1,7.633484238101179,0,0,0,0,0,0
atomic_block_10,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,74,44086.517982746984,26,4,0,0,0,0
atomic_block_11,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,199,123732.93027163755,198,46,4,0,4,0
atomic_block_12,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,780,487500.0,635,131,24,3,8,2
atomic_block_13,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,567,354375.0,64,8,1,0,1,0
atomic_block_14,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,633,393101.5699433334,166,60,10,4,6,4
atomic_block_15,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,3082,1861456.774373755,657,174,23,5,16,3
atomic_block_16,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,58,36250.0,7,0,0,0,0,0
atomic_block_17,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,549,300006.53412273346,18,4,0,0,0,0
atomic_block_18,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,236,134250.47028842577,84,17,5,1,5,1
atomic_block_19,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,105,65625.0,6,4,0,0,0,0
atomic_block_20,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,193,110121.45369402539,70,14,2,1,2,1
atomic_block_21,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,559,332258.53698396846,27,3,0,0,0,0
atomic_block_22,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,458,270152.97221988055,37,8,1,0,1,0
atomic_block_23,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,55,22198.12362974989,48,9,3,0,2,0
atomic_block_24,C_DEV_2005_2009,development,2004-12-31T16:00:00Z,2009-12-31T16:00:00Z_exclusive,1247,760273.1225447739,238,75,13,3,8,2
